Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Featured Ingredients (product.metafields.custom.featured_ingredients),How to Use (product.metafields.custom.how_to_use),Specific Item Info (product.metafields.custom.specific_item_info),Why We Love It (product.metafields.custom.why_we_love_it),Active ingredient (product.metafields.shopify.active-ingredient),Color (product.metafields.shopify.color-pattern),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Dispenser type (product.metafields.shopify.dispenser-type),Fragrance level (product.metafields.shopify.fragrance-level),Moisturizer type (product.metafields.shopify.moisturizer-type),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
naming-skin-fit-concealer-brush-2-2ml,,,,,,,,,FAIR,,,,,,,,,0.0,shopify,100,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4fc9d134-27ad-4cc6-a7f0-670f4350fcda_651e6c33-77d3-4c75-ad9d-6cdf6e03724e.jpg?v=1742866027,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/699a4bd7-9e51-4e73-9997-78675f10c9d6_964eddc6-6ca8-430f-95ee-0d7d0e2cbea7.jpg?v=1742866027,lb,,,,,,,,,
naming-skin-fit-concealer-brush-2-2ml,,,,,,,,,IVORY,,,,,,,,,0.0,shopify,100,deny,manual,24.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9d6362f8-6c63-48e0-8f01-ffcf6ea60362_e6de4ce5-21fe-451e-a746-a793bce99414.jpg?v=1742866027,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ec81beca-c742-4fab-893a-e29287e7de2f_e4a7ee8a-f821-4f17-a4d0-177c4cbce877.jpg?v=1742866027,lb,,,,,,,,,
naming-skin-fit-concealer-brush-2-2ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/cc4359d1-5ea7-42ff-92e5-affe4e05be0a_86b17fba-044e-42af-8e34-10e5c4c9a65c.jpg?v=1742866027,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-skin-fit-concealer-brush-2-2ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/2f6f744a-de85-413c-8492-ea86b0e4d994_70a08aeb-4e85-4a57-bb55-8f54054bc9e6.jpg?v=1742866027,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-skin-fit-concealer-brush-2-2ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4a5643d4-372d-49c9-80b0-b46f65a72911_54db2cd1-e664-4640-a2b5-b7da55c8a5c3.jpg?v=1742866027,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-skin-fit-concealer-brush-2-2ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/699a4bd7-9e51-4e73-9997-78675f10c9d6_964eddc6-6ca8-430f-95ee-0d7d0e2cbea7.jpg?v=1742866027,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-skin-fit-concealer-brush-2-2ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/ec81beca-c742-4fab-893a-e29287e7de2f_e4a7ee8a-f821-4f17-a4d0-177c4cbce877.jpg?v=1742866027,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-baked-highlighter-3-8g,NAMING. Fluffy Baked Highlighter 3.8g,"",NAMING.,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Contour,"",true,Color,POPPER,,,,,,,,,0.0,shopify,100,deny,manual,21.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/3036ec28-e44a-4329-8b6a-369b3586aa39_1662b2d6-4a2d-4306-b076-e4c9532c2f52.jpg?v=1742866041,1,"",false,,,,,,,,,,,,,,Its illuminating powder baked with shimmery pearl achievesÂ ultra-fit luminosity on your face.The powder formula gives the smooth feel of a liquid with evenly lit radiance.,"<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/8333cc98-c3d2-438e-b4d9-dc32ff92dc7b.jpg?v=1742782741"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>3.8 g / 0.13 oz</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types </td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>36 months after manufacture (within 24 months after opening)</td></tr><tr><th scope=""row"">How to Use</th> <td>1. A multi-purpose item that can be used as a highlighter as well as for eyes, cheeks and more.<br>2. Touch the areas you want to add dimension to, such as the facial lines, the inner corner of the eye, under-eye, nose, lip contour and more<br>3. Spray fixer over the brush before applying the highlighter for better colors and longer wear. </td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>COSMAX Co., Ltd. / ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>Mica (CI 77019), Calcium Titanium Borosilicate, Dimethicone, Titanium Dioxide (CI 77891), Synthetic Fluorphlogopite, HDI/Trimethylol Hexyllactone Crosspolymer, Glycerin, Pentylene Glycol, Polymethylsilsesquioxane, Iron Oxide Red (CI 77491), Magnesium Myristate, Polysorbate 20, Triethoxycaprylylsilane, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Magnesium Aluminum Silicate, Sorbitan Olivate, Sorbitan Stearate, Isohexadecane, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Ethylhexylglycerin, Silica, Polysorbate 80, Sorbitan Oleate, Tocopherol, Tin Oxide (CI 77861), Sodium Dehydroacetate</td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>N</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br>2. Do not use on wounds or other affected areas.<br>3. Storage and handling instructions<br>a. Keep out of reach of children.<br>b. Keep away from direct sunlight.</td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria notified by the Fair Trade Commission.<br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-5101-6263</td></tr></tbody></table></div></div></div></div>",NAMINGâ€™s new highlighter for sheer velvety lit glow Discover skin-like lightweight highlighting glow with this NAMING Fluffy Baked Highlighter!Available in shades for all skin tones for customizable light to face,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f0c9cd13-430d-41d5-8fd9-cb0fcbc0d3b4_d6376814-dbd9-4f8b-affe-385a5f306752.jpg?v=1742866041,lb,,,true,,,true,,,active
naming-fluffy-baked-highlighter-3-8g,,,,,,,,,FRENESS,,,,,,,,,0.0,shopify,100,deny,manual,21.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f78c5aa8-53b0-493d-9007-6b75d478a100_49ab3260-ecee-4ff6-84a5-2e7b99a8e50a.jpg?v=1742866041,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/923d37f0-c054-4612-b0e2-202e23b38c4b_ed07c5f0-5e8e-4306-97b4-b99aa11854b9.jpg?v=1742866041,lb,,,,,,,,,
naming-fluffy-baked-highlighter-3-8g,,,,,,,,,PHIL,,,,,,,,,0.0,shopify,100,deny,manual,21.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/b1fb4426-db21-42f3-a6a0-9f36d1cd2a32_e4202d87-e8bf-48c2-9847-5516bb19eef7.jpg?v=1742866041,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/910f6d22-741f-4cb1-9d94-ecd487a17c04_47a1e987-9865-47d0-850b-cce924589e5b.jpg?v=1742866041,lb,,,,,,,,,
naming-fluffy-baked-highlighter-3-8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/aaf37059-6db4-4a11-98d4-4380515e5615_591275bb-bde0-4bbb-b83d-12c7afee6886.jpg?v=1742866041,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-baked-highlighter-3-8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/09cd5876-ef1d-4a0d-bed8-7ba62949c31b_4ecc801f-58de-4658-ab90-4b03864adccc.jpg?v=1742866041,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-baked-highlighter-3-8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f0c9cd13-430d-41d5-8fd9-cb0fcbc0d3b4_d6376814-dbd9-4f8b-affe-385a5f306752.jpg?v=1742866041,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-baked-highlighter-3-8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/923d37f0-c054-4612-b0e2-202e23b38c4b_ed07c5f0-5e8e-4306-97b4-b99aa11854b9.jpg?v=1742866041,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-fluffy-baked-highlighter-3-8g,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/910f6d22-741f-4cb1-9d94-ecd487a17c04_47a1e987-9865-47d0-850b-cce924589e5b.jpg?v=1742866041,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-layered-cover-foundation-30ml,NAMING Layered Cover Foundation 30mL,"",NAMING.,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup,Foundation,"",true,Color,17Y,,,,,,,,,0.0,shopify,100,deny,manual,30.40,38.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/834dca66-9de5-49e8-b90a-abdce510a73e_c2cdabc8-80b3-43ca-ad2f-ea57428cad63.jpg?v=1742866057,1,"",false,,,,,,,,,,,,,,"A lightweight skin-like texture builds up on the skin, enhancing the natural skin texture while giving a glowy and silky look.","<img style=""display: block; margin-left: auto; margin-right: auto"" src=""https://cdn.shopify.com/s/files/1/0668/2555/2008/files/9a9b02c1-96ad-4dac-a52a-5712f658429c.jpg?v=1742783530"" alt="""">","<div class=""modal-body type-inner-scroll""><div class=""modal-contents""><!----> <div class=""modal-cont-box type02""><div class=""prd-description""><table class=""table prd-desc-tbl""><colgroup><col class=""col01""> <col class=""col02""></colgroup> <tbody id=""descTbody""><tr><th scope=""row"">Content volume or weight</th> <td>30ml</td></tr><tr><th scope=""row"">Ideal for</th> <td>For all skin types </td></tr><tr><th scope=""row"">Expiration date (or expiration date after opening)</th> <td>30 months after manufacturing date </td></tr><tr><th scope=""row"">How to Use</th> <td>TIP 1. For dewy and luminous skin, wet the puff first and then apply the formula, from the center of your face outwards. Gently pat the wide side of the puff around your skin for even-looking application. <br><br>TIP 2. For powdery and matte skin, use a dry puff to apply the formula, from the center of your face outwards. Use the pointy side of the puff on the curvy and local areas for thorough coverage. <br><br></td></tr><tr><th scope=""row"">Cosmetics manufacturers, cosmetics responsible distributors, and customized cosmetics sellers</th> <td>ABIB Co., Ltd.</td></tr><tr><th scope=""row"">Country of Manufacture</th> <td>South Korea</td></tr><tr><th scope=""row"">Ingredients</th> <td>17Y<br><br>Water, Titanium Dioxide, Isododecane, Cyclopentasiloxane, Alcohol Denat., Dimethicone, Ethylhexyl Methoxycinnamate, Butylene Glycol, Phenyl Trimethicone, Trimethylsiloxysilicate, Ethylhexyl Salicylate, Zinc Oxide, Niacinamide, PEG-10 Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Magnesium Sulfate, Disteardimonium Hectorite, Nylon-12, Polypropylsilsesquioxane, Iron Oxide Yellow, Triethoxycaprylylsilane, Bis-PEG/PPG-14/14 Dimethicone, Synthetic Fluorphlogopite, Poly C10-30 Alkyl Acrylate, Propylene Carbonate, Sodium Benzoate, Iron Oxide Red, Potassium Sorbate, Fragrance, Polyhydroxystearic Acid, Silica, Disodium Stearoyl Glutamate, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Lecithin, Iron Oxide Black, Aluminum Hydroxide, Adenosine, Disodium EDTA, Polyglyceryl-3 Polyricinoleate, Simmondsia Chinensis (Jojoba) Seed Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Tin Oxide, Tocopherol<br><br>19N<br><br>Water, Titanium Dioxide, Isododecane, Cyclopentasiloxane, Alcohol Denat., Dimethicone, Ethylhexyl Methoxycinnamate, Butylene Glycol, Phenyl Trimethicone, Trimethylsiloxysilicate, Ethylhexyl Salicylate, Zinc Oxide, Niacinamide, PEG-10 Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Magnesium Sulfate, Disteardimonium Hectorite, Iron Oxide Yellow, Nylon-12, Polypropylsilsesquioxane, Triethoxycaprylylsilane, Bis-PEG/PPG-14/14 Dimethicone, Synthetic Fluorphlogopite, Poly C10-30 Alkyl Acrylate, Propylene Carbonate, Iron Oxide Red, Sodium Benzoate, Aluminum Hydroxide, Potassium Sorbate, Fragrance, Polyhydroxystearic Acid, Iron Oxide Black, Silica, Disodium Stearoyl Glutamate, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Lecithin, Adenosine, Disodium EDTA, Polyglyceryl-3 Polyricinoleate, Simmondsia Chinensis (Jojoba) Seed Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Tin Oxide, Tocopherol<br><br>21P<br><br>Water, Titanium Dioxide, Isododecane, Cyclopentasiloxane, Alcohol Denat., Dimethicone, Ethylhexyl Methoxycinnamate, Butylene Glycol, Phenyl Trimethicone, Trimethylsiloxysilicate, Ethylhexyl Salicylate, Zinc Oxide, Niacinamide, PEG-10 Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Magnesium Sulfate, Disteardimonium Hectorite, Iron Oxide Yellow, Nylon-12, Polypropylsilsesquioxane, Triethoxycaprylylsilane, Bis-PEG/PPG-14/14 Dimethicone, Synthetic Fluorphlogopite, Poly C10-30 Alkyl Acrylate, Propylene Carbonate, Iron Oxide Red, Sodium Benzoate, Potassium Sorbate, Fragrance, Polyhydroxystearic Acid, Iron Oxide Black, Silica, Disodium Stearoyl Glutamate, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Lecithin, Aluminum Hydroxide, Adenosine, Disodium EDTA, Polyglyceryl-3 Polyricinoleate, Simmondsia Chinensis (Jojoba) Seed Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Tin Oxide, Tocopherol<br><br>21Y<br><br>Water, Titanium Dioxide, Isododecane, Cyclopentasiloxane, Alcohol Denat., Dimethicone, Ethylhexyl Methoxycinnamate, Butylene Glycol, Phenyl Trimethicone, Trimethylsiloxysilicate, Ethylhexyl Salicylate, Zinc Oxide, Niacinamide, PEG-10 Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Magnesium Sulfate, Iron Oxide Yellow, Disteardimonium Hectorite, Nylon-12, Polypropylsilsesquioxane, Triethoxycaprylylsilane, Bis-PEG/PPG-14/14 Dimethicone, Synthetic Fluorphlogopite, Poly C10-30 Alkyl Acrylate, Iron Oxide Red, Propylene Carbonate, Sodium Benzoate, Potassium Sorbate, Iron Oxide Black, Fragrance, Polyhydroxystearic Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Silica, Disodium Stearoyl Glutamate, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Lecithin, Aluminum Hydroxide, Adenosine, Disodium EDTA, Polyglyceryl-3 Polyricinoleate, Simmondsia Chinensis (Jojoba) Seed Oil, Tin Oxide, Tocopherol<br><br>23Y<br><br>Water, Titanium Dioxide, Isododecane, Cyclopentasiloxane, Alcohol Denat., Dimethicone, Ethylhexyl Methoxycinnamate, Butylene Glycol, Phenyl Trimethicone, Trimethylsiloxysilicate, Ethylhexyl Salicylate, Zinc Oxide, Niacinamide, PEG-10 Dimethicone, HDI/Trimethylol Hexyllactone Crosspolymer, Iron Oxide Yellow, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Magnesium Sulfate, Disteardimonium Hectorite, Nylon-12, Polypropylsilsesquioxane, Triethoxycaprylylsilane, Bis-PEG/PPG-14/14 Dimethicone, Iron Oxide Red, Synthetic Fluorphlogopite, Poly C10-30 Alkyl Acrylate, Propylene Carbonate, Sodium Benzoate, Iron Oxide Black, Potassium Sorbate, Fragrance, Polyhydroxystearic Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Silica, Disodium Stearoyl Glutamate, Ethylhexyl Palmitate, Isopropyl Myristate, Isostearic Acid, Lecithin, Aluminum Hydroxide, Adenosine, Disodium EDTA, Polyglyceryl-3 Polyricinoleate, Simmondsia Chinensis (Jojoba) Seed Oil, Tin Oxide, Tocopherol<br><br></td></tr><tr><th scope=""row"">MFDS Evaluation of Functional Cosmetics</th> <td>Completion of functional cosmetics review (or report) according to the Cosmetics Act</td></tr><tr><th scope=""row"">Precautions when using</th> <td>1. Consult a specialist if you have abnormal symptoms or side effects such as a skin rash, swelling, or itchiness during use or from exposure to direct sunlight after use.<br><br>2. Do not use on wounds or other affected areas.<br><br>3. Storage and handling instructions<br><br>a) Keep out of reach of children.<br><br>b) Keep away from direct sunlight.<br><br></td></tr><tr><th scope=""row"">Quality Assurance Standard</th> <td>Compensation for defective products is provided according to the criteria for the settlement of consumer disputes notified publicly by the Fair Trade Commission.<br><br></td></tr><tr><th scope=""row"">Customer Service</th> <td>+82-70-5101-6263</td></tr></tbody></table></div></div></div></div>","A light and buildable texture that gives a natural-looking and smooth finish.Even a single layer covers skin imperfections. Each layer sits tightly on the skin, offering a lightweight yet firm coverage.Lightly and evenly sits on the skin, leaving no strokes or cakiness and ensuring a long-lasting makeup.",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6db02225-1d9b-4208-8e35-a81824425de3_08507655-12ef-4361-a7b9-ce5078940f91.jpg?v=1742866057,lb,,,true,,,true,,,active
naming-layered-cover-foundation-30ml,,,,,,,,,21Y,,,,,,,,,0.0,shopify,100,deny,manual,30.40,38.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/170b7e8d-7ff7-4e15-838e-8516cabfdcd3_3c68de43-718a-463d-8124-b23ec6b4d8b0.jpg?v=1742866057,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5179d7f2-066f-4f5f-9c8b-bc288e4dd893_95277c2d-94f2-429c-b5e9-9fafe69530f8.jpg?v=1742866057,lb,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,19N,,,,,,,,,0.0,shopify,100,deny,manual,30.40,38.00,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/281f4e46-66eb-40b1-b264-a5680918f8f7_15e6a1c0-c934-456f-a1b1-48c319495532.jpg?v=1742866057,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/449a4c1c-c3f2-4a34-a405-0cc4cb2c805d_95f3bbb2-0388-45f2-9b71-7065d646747b.jpg?v=1742866057,lb,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,[SET] 19N (+Spatula),,,,,,,,,0.0,shopify,100,deny,manual,38.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/d0d8faf7-0c43-4059-945b-8c5653c730fd_40061c3c-38e2-4e6a-9300-179803ff7b04.jpg?v=1742866057,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/eb2afc01-7f29-4b32-aa3a-84abd55eb7e5_172fd3be-77ea-4283-9341-1ebf314321fd.jpg?v=1742866057,lb,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,[SET] 17Y (+Spatula),,,,,,,,,0.0,shopify,100,deny,manual,38.00,,true,true,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/f400589a-95be-4ec2-a43c-23df4728a54d_1e2d1efe-1f2a-4654-a5c0-5990adb16599.jpg?v=1742866057,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4786bfdc-5042-439d-b29b-9c6c8a7246d5_417a54a2-820e-46de-af2d-88614f6d5d9c.jpg?v=1742866057,lb,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/6db02225-1d9b-4208-8e35-a81824425de3_08507655-12ef-4361-a7b9-ce5078940f91.jpg?v=1742866057,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/5179d7f2-066f-4f5f-9c8b-bc288e4dd893_95277c2d-94f2-429c-b5e9-9fafe69530f8.jpg?v=1742866057,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/449a4c1c-c3f2-4a34-a405-0cc4cb2c805d_95f3bbb2-0388-45f2-9b71-7065d646747b.jpg?v=1742866057,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/eb2afc01-7f29-4b32-aa3a-84abd55eb7e5_172fd3be-77ea-4283-9341-1ebf314321fd.jpg?v=1742866057,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naming-layered-cover-foundation-30ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0668/2555/2008/files/4786bfdc-5042-439d-b29b-9c6c8a7246d5_417a54a2-820e-46de-af2d-88614f6d5d9c.jpg?v=1742866057,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
